name,zip
E 20 St & Park Ave,10003
Clark St & Henry St,11201
E 20 St & FDR Dr,10009
Spruce St & Gold St,10038
W 51 St & Rockefeller Plaza,10111
Madison Ave & E 99 St,10029
E 25 St & 1 Ave,10010
Broadway & Hancock St,11221
1 St & 6 Ave,11215
West End Ave & W 60 St,10023
2 Ave & E 31 St,10016
W 33 St & 10 Ave,10001
8 Ave & W 38 St,10018
Wyckoff Ave & Gates Ave,11385
Wadsworth Ave & W 179 St,10033
W 37 St & 5 Ave,10018
59 St & 4 Ave,11220
Columbus Ave & W 103 St,10025
Willoughby Ave & Hall St,11205
E 7 St & Ave C,10009
Amsterdam Ave & W 82 St,10024
W 87 St & Amsterdam Ave,10024
W 70 St & Amsterdam Ave,10023
Queens Plaza North & Crescent St,11101
E 50 St & Park Ave,10022
Columbus Ave & W 95 St,10025
1 Ave & E 44 St,10017
E 97 St & Madison Ave,10029
E 54 St & 1 Ave,10022
E 12 St & Ave C,10009
W 36 St & 9 Ave,10018
W 40 St & 7 Ave,10018
24 Ave & 29 St,11105
E 85 St & East End Ave,10028
Schermerhorn St & Court St,11201
W Mosholu Pkwy S & Sedgwick Ave,10468
W 116 St & Broadway,10027
3 Ave & E 71 St,10021
W 47 St & 9 Ave,10036
W 52 St & 11 Ave,10019
E 39 St & Lexington Ave,10016
Frederick Douglass Blvd & W 117 St,10026
W 35 St & Dyer Ave,10001
W 64 St & Thelonious Monk Circle,10023
E 53 St & 3 Ave,10022
E 51 St & 2 Ave,10022
Avenue D & E 12 St,10009
Liberty St & Broadway,10006
Cooper Square & Astor Pl,10003
27 Ave & 9 St,11102
E 5 St & Ave A,10009
3 Ave & E 62 St,10065
E 81 St & York Ave,10028
1 Ave & E 18 St,10009
6 Ave & W 33 St,10001
Myrtle Ave & St Edwards St,11205
E 14 St & Avenue B,10009
Grand Army Plaza & Plaza St West,11217
Eastern Pkwy & Franklin Ave,11216
W 56 St & 10 Ave,10019
E 58 St & 3 Ave,10022
W 54 St & 9 Ave,10019
E 30 St & Park Ave S,10016
E 35 St & Madison Ave,10016
Broadway & W 61 St,10023
2 Ave & E 72 St,10021
Central Park West & W 68 St,10023
Fulton St & Adams St,11201
W 82 St & Central Park West,10024
E 47 St & 1 Ave,10017
5 Ave & E 29 St,10001
1 Ave & E 68 St,10065
W 84 St & Broadway,10024
Broadway & W 25 St,10010
Old Slip & South St,10005
W 89 St & Columbus Ave,10024
Gramercy Park N & Gramercy Park E,10010
W 104 St & Amsterdam Ave,10019
W 40 St & 5 Ave,10018
W 43 St & 10 Ave,10036
Fulton St & Broadway,10038
E 53 St & Madison Ave,10022
11 Ave & W 41 St,10036
Hoboken Terminal - River St & Hudson Pl,7030
W 87 St & West End Ave,10024
W 106 St & Central Park West,10025
E 11 St & 1 Ave,10009
N Moore St & Hudson St,10013
E 58 St & 1 Ave (NW Corner),10022
W 50 St & 10 Ave,10019
Avenue D & E 3 St,10009
Central Park W & W 91 St,10025
W 56 St & 8 Ave,10019
Montague St & Clinton St,11201
E 5 St & Avenue C,10009
Central Park S & 6 Ave,10019
E 27 St & Park Ave S,10010
E 10 St & Avenue A,10009
Hudson Blvd W & W 36 St,10018
E 43 St & 2 Ave,10017
E 17 St & 2 Ave,10003
E 13 St & 2 Ave,10003
E 59 St & Madison Ave,10022
Cliff St & Fulton St,10038
Broadway & W 41 St,10018
10 Ave & W 28 St,10001
Suffolk St & Stanton St,10002
Clermont Ave & Lafayette Ave,11238
1 Ave & E 39 St,10016
6 Ave & W 45 St,10036
Broadway & W 36 St,10018
Central Park W & W 97 St,10025
E 44 St & Lexington Ave,10170
W 168th S & Fort Washington Ave,10032
E 22 St & 2 Ave,10010
Lexington Ave & E 29 St,10016
W 76 St & Columbus Ave,10023
W 54 St & 11 Ave,10019
E 11 St & Avenue B,10009
Broadway & W 51 St,10019
Amsterdam Ave & W 73 St,10023
E 63 St & 3 Ave,10065
West Thames St,10280
W 24 St & 7 Ave,10001
E 48 St & 5 Ave,11377
E 27 St & 1 Ave,10016
E 31 St & 3 Ave,10016
E 32 St & Park Ave,10016
William St & Pine St,10005
E 68 St & Madison Ave,10065
E 41 St & Madison Ave (SE corner),10017
6 Ave & W 34 St,10001
Grand St & Samuel Dickstein Plaza,10002
Broadway & W 37 St,10018
W 31 St & 7 Ave,10001
2 Ave & E 29 St,10016
Riverside Dr & W 104 St,10025
Riverside Dr & W 91 St,10025
W 47 St & 6 Ave,10036
E 20 St & 2 Ave,10003
W 45 St & 8 Ave,10018
Plaza St East & Flatbush Ave,11238
Madison Av & E 51 St,10022
W 49 St & 8 Ave,10019
W 44 St & 5 Ave,10036
W 21 St & 6 Ave,10011
8 Ave & W 33 St,10001
E 53 St & Lexington Ave,10022
Broadway & W 38 St,10018
8 Ave & W 49 St,10019
E 93 St & 2 Ave,10128
Riverside Dr & W 82 St,10024
E 40 St & 5 Ave,10016
Columbus Ave & W 72 St,10023
E 58 St & Madison Ave,10022
7 Ave & W 55 St,10019
Broadway & W 56 St,10019
E 91 St & 2 Ave,10128
Madison Ave & E 26 St,10010
W 51 St & 6 Ave,10104
E 16 St & Irving Pl,10003
Broadway & W 48 St,10019
E 33 St & 1 Ave,10016
Fulton St & Clermont Ave,11238
Riverside Dr & W 78 St,10024
W 44 St & 11 Ave,10036
W 55 St & 6 Ave,10019
E 48 St & 3 Ave,10017
Riverside Blvd & W 67 St,10069
Broadway & W 58 St,10019
E 47 St & 2 Ave,10017
E 56 St & 3 Ave,10022
E 25 St & 2 Ave,10010
E 74 St & 1 Ave,10021
E 51 St & Lexington Ave,10022
Lexington Ave & E 24 St,10010
E 2 St & Avenue C,10009
Lexington Ave & E 26 St,10010
E 40 St & Park Ave,10016
7 Ave & Central Park South,10019
Broadway & W 53 St,10019
E 13 St & Avenue A,10009
E 47 St & Park Ave,10167
W 59 St & 10 Ave,10019
FDR Drive & E 35 St,10016
